unitid,opeid,cohort,label,institution_name,year,fall_headcount_total,undergraduate_headcount,graduate_headcount,full_time_headcount,part_time_headcount,fall_fte,distance_exclusive_headcount,distance_some_headcount,distance_none_headcount,not_exclusively_distance_headcount,distance_exclusive_share,distance_count_derivation,total_imputation_flag,distance_exclusive_imputation_flag,enrollment_release,source_file,source_member,source_variable,source_url,denominator_scope,residential_population,calendar_alignment,geography_warning
190415,00271100,Ivy League,Cornell,Cornell University,2023,26264,16051,10213,25334,930,25691,422,2321,23521,25842,0.01606762107828206,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
182670,00257300,Ivy League,Dartmouth,Dartmouth College,2023,6746,4447,2299,6678,68,6704,0,116,6630,6746,0.0,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
166027,00215500,Ivy League,Harvard,Harvard University,2023,30386,9095,21291,20807,9579,24486,7750,1404,21232,22636,0.2550516685315606,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
215062,00337800,Ivy League,Pennsylvania,University of Pennsylvania,2023,28711,11611,17100,23948,4763,25779,3067,1535,24109,25644,0.10682316882031277,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
186131,00262700,Ivy League,Princeton,Princeton University,2023,8922,5671,3251,8849,73,8878,0,0,8922,8922,0.0,Zero derived from reported no-distance count equaling total; distance-only and some-distance source cells not applicable (A),R,A,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
130794,00142600,Ivy League,Yale,Yale University,2023,15081,6818,8263,14854,227,14941,56,198,14827,15025,0.0037132816126251573,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
122409,00115100,Additional public,San Diego State,San Diego State University,2023,39241,34050,5191,33376,5865,35657,2442,19445,17354,36799,0.062230829999235494,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
139755,00156900,Additional public,Georgia Tech,Georgia Institute of Technology-Main Campus,2023,47946,19505,28441,25178,22768,33511,20935,4332,22679,27011,0.43663705001459974,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
145637,00177500,Additional public,Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,2023,56563,35564,20999,47118,9445,50580,8997,24263,23303,47566,0.15906157735622226,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
170976,00232500,Additional public,Michigan Ann Arbor,University of Michigan-Ann Arbor,2023,52065,33730,18335,48167,3898,49635,1467,4877,45721,50598,0.028176318063958514,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
199120,00297400,Additional public,North Carolina Chapel Hill,University of North Carolina at Chapel Hill,2023,32234,20681,11553,29668,2566,30631,1550,6539,24145,30684,0.04808587206055718,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
204796,00309000,Additional public,Ohio State Columbus,Ohio State University-Main Campus,2023,60046,45728,14318,51944,8102,55031,3840,33693,22513,56206,0.0639509709222929,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
214777,00332900,Additional public,Penn State University Park,Pennsylvania State University-Main Campus,2023,50399,42223,8176,48720,1679,49378,279,19580,30540,50120,0.005535824123494514,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
228778,00365800,Additional public,Texas Austin,The University of Texas at Austin,2023,53082,42444,10638,49894,3188,51158,262,19565,33255,52820,0.004935759767906258,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
134130,00153500,Additional public,Florida,University of Florida,2023,54814,34924,19890,44377,10437,48292,8139,24323,22352,46675,0.14848396395081548,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
234076,00374500,Additional public,Virginia,University of Virginia-Main Campus,2023,25924,17612,8312,23325,2599,24298,1882,3769,20273,24042,0.07259682147816696,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
236948,00379800,Additional public,Washington Seattle,University of Washington-Seattle Campus,2023,55620,39515,16105,43118,12502,48044,1476,8356,45788,54144,0.026537216828478965,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
240444,00389500,Additional public,Wisconsin Madison,University of Wisconsin-Madison,2023,49605,36797,12808,44928,4677,46725,1416,10723,37466,48189,0.028545509525249473,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110404,00113100,Additional private,Caltech,California Institute of Technology,2023,2463,1023,1440,2463,0,2463,0,0,2463,2463,0.0,Zero derived from reported no-distance count equaling total; distance-only and some-distance source cells not applicable (A),R,A,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
211440,00324200,Additional private,Carnegie Mellon,Carnegie Mellon University,2023,15596,7289,8307,14517,1079,14932,514,1806,13276,15082,0.032957168504744803,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
144050,00177400,Additional private,Chicago,University of Chicago,2023,18339,7643,10696,16499,1840,17202,99,0,18240,18240,0.005398331424832325,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
198419,00292000,Additional private,Duke,Duke University,2023,17112,6488,10624,16557,555,16770,916,1144,15052,16196,0.05352968676951847,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
131496,00144500,Additional private,Georgetown,Georgetown University,2023,20392,7968,12424,15453,4939,17348,2927,1276,16189,17465,0.1435366810513927,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
162928,00207700,Additional private,Johns Hopkins,Johns Hopkins University,2023,30362,6089,24273,16830,13532,22005,13179,4523,12660,17183,0.43406231473552465,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
166683,00217800,Additional private,MIT,Massachusetts Institute of Technology,2023,11920,4576,7344,11706,214,11788,65,0,11855,11855,0.005453020134228188,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
147767,00173900,Additional private,Northwestern,Northwestern University,2023,23203,9157,14046,19451,3752,20888,958,1515,20730,22245,0.0412877645132095,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
152080,00184000,Additional private,Notre Dame,University of Notre Dame,2023,13174,8968,4206,12590,584,12813,264,559,12351,12910,0.020039471686655534,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
193900,00278500,Additional private,NYU,New York University,2023,57335,29760,27575,49847,7488,52719,3462,12017,41856,53873,0.060381965640533705,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
243744,00130500,Additional private,Stanford,Stanford University,2023,18446,8054,10392,17212,1234,17686,213,775,17458,18233,0.011547218909248617,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
123961,00132800,Additional private,USC,University of Southern California,2023,47147,21023,26124,41648,5499,43755,5865,8450,32832,41282,0.12439815894966806,Reported counts,R,R,final_revised,EF2023A.zip,ef2023a_rv.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2023A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110635,00131200,UC,UC Berkeley,University of California-Berkeley,2024,45882,33070,12812,41759,4123,43313,1793,7867,36222,44089,0.03907850573209538,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110644,00131300,UC,UC Davis,University of California-Davis,2024,40065,32273,7792,38728,1337,39245,336,4339,35390,39729,0.008386372145263946,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110653,00131400,UC,UC Irvine,University of California-Irvine,2024,37297,30204,7093,36211,1086,36631,614,12862,23821,36683,0.01646245006300775,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110662,00131500,UC,UCLA,University of California-Los Angeles,2024,47335,33475,13860,45444,1891,46149,785,5535,41015,46550,0.01658392310129925,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
445188,04127100,UC,UC Merced,University of California-Merced,2024,9110,8372,738,8964,146,9022,2,960,8148,9108,0.0002195389681668496,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110671,00131600,UC,UC Riverside,University of California-Riverside,2024,26384,22600,3784,25595,789,25902,263,9377,16744,26121,0.009968162522741054,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110680,00131700,UC,UC San Diego,University of California-San Diego,2024,44256,34955,9301,42601,1655,43235,236,7655,36365,44020,0.005332610267534346,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110699,00131900,UC,UC San Francisco,University of California-San Francisco,2024,3007,0,3007,3007,0,3007,8,837,2162,2999,0.002660458929165281,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110705,00132000,UC,UC Santa Barbara,University of California-Santa Barbara,2024,26133,23181,2952,25357,776,25659,57,1195,24881,26076,0.0021811502697738493,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110714,00132100,UC,UC Santa Cruz,University of California-Santa Cruz,2024,19938,17940,1998,19362,576,19592,166,5098,14674,19772,0.008325810011034206,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
217156,00340100,Ivy League,Brown,Brown University,2024,11956,7910,4046,11046,910,11401,758,238,10960,11198,0.06339913014386082,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
190150,00270700,Ivy League,Columbia,Columbia University in the City of New York,2024,35173,9164,26009,28886,6287,31295,1499,2519,31155,33674,0.042617917152361184,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
190415,00271100,Ivy League,Cornell,Cornell University,2024,26793,16128,10665,25750,1043,26150,527,1572,24694,26266,0.019669316612548053,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
182670,00257300,Ivy League,Dartmouth,Dartmouth College,2024,6938,4637,2301,6842,96,6879,40,137,6761,6898,0.005765350245027385,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
166027,00215500,Ivy League,Harvard,Harvard University,2024,30259,8844,21415,20814,9445,24440,7584,1603,21072,22675,0.25063617436134705,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
215062,00337800,Ivy League,Pennsylvania,University of Pennsylvania,2024,29109,11478,17631,24219,4890,26098,3249,1003,24857,25860,0.1116149644439864,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
186131,00262700,Ivy League,Princeton,Princeton University,2024,9137,5813,3324,9047,90,9082,0,0,9137,9137,0.0,Zero derived from reported no-distance count equaling total; distance-only and some-distance source cells not applicable (A),R,A,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
130794,00142600,Ivy League,Yale,Yale University,2024,15564,6814,8750,15121,443,15291,38,387,15139,15526,0.002441531739912619,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
122409,00115100,Additional public,San Diego State,San Diego State University,2024,41137,35782,5355,35588,5549,37740,2454,21435,17248,38683,0.0596543257894353,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
139755,00156900,Additional public,Georgia Tech,Georgia Institute of Technology-Main Campus,2024,53363,20591,32772,26369,26994,36253,25257,4292,23814,28106,0.47330547383018196,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
145637,00177500,Additional public,Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,2024,59238,37140,22098,49610,9628,53136,9212,24831,25195,50026,0.15550828859853472,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
170976,00232500,Additional public,Michigan Ann Arbor,University of Michigan-Ann Arbor,2024,52855,34454,18401,49070,3785,50495,1479,4583,46793,51376,0.02798221549522278,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
199120,00297400,Additional public,North Carolina Chapel Hill,University of North Carolina at Chapel Hill,2024,32438,20885,11553,29712,2726,30730,1858,5669,24911,30580,0.0572785005240767,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
204796,00309000,Additional public,Ohio State Columbus,Ohio State University-Main Campus,2024,61443,46815,14628,53237,8206,56357,3975,34956,22512,57468,0.06469410673306968,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
214777,00332900,Additional public,Penn State University Park,Pennsylvania State University-Main Campus,2024,50737,42604,8133,49151,1586,49771,321,20178,30238,50416,0.0063267437964404675,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
