Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
PC,466,POSS BURGLARY TOOLS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1078,1053,905.0,122.0,51.0
VC,14601.1(A),DRVG WHILE LIC SUSP OR REVOKED:OTHER REASONS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1075,1075,1001.0,52.0,22.0
PC,29800(A)(1),FELON/ADDICT/POSSESS/ETC FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1004,996,841.0,105.0,58.0
PC,30305(A)(1),PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,999,993,819.0,122.0,58.0
PC,594(B)(2)(A),VANDALISM [$400 OR LESS] (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,959,957,835.0,77.0,47.0
VC,10851(A),OTHER AGENCY VEHICLE THEFT/RECOVERY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,936,936,935.0,1.0,0.0
PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,918,918,918.0,0.0,0.0
PC,488,PETTY THEFT(Shoplift) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,899,890,723.0,118.0,58.0
PC,647(F)DK,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,840,819,137.0,457.0,246.0
PC,21310,CARRY CONCEALED DIRK OR DAGGER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,832,832,695.0,96.0,41.0
VC,20002(A),HIT AND RUN:PROP DAMAGE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,823,823,643.0,114.0,66.0
VC,23152(F),DUI DRUG (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,823,823,691.0,95.0,37.0
VC,4000(A)(1),EXPIRED REGISTRATION (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,809,809,730.0,59.0,20.0
PC,3455,PRCS VIOLATION,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,789,787,518.0,195.0,76.0
PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,679,662,578.0,73.0,28.0
VC,23578,EXCESSIVE BLOOD ALC OR REFUSAL TO TAKE CHEMICAL TESTING: ENHANCED PENALTIES (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,657,657,431.0,114.0,112.0
PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY [$950 OR LESS] (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,637,634,569.0,48.0,20.0
VC,4462.5,UNLAWFUL DISPLAY OF REG:INTENT NON-COMPLIANCE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,621,621,526.0,70.0,25.0
VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,586,586,474.0,78.0,34.0
PC,148.9(A),FALSE IDENT TO PEACE OFCR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,573,571,457.0,68.0,48.0
HS,11375(B)(2),POSS CNTL SUB W/O PRESCRIPTION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,559,555,488.0,51.0,20.0
VC,23154(A),OPERATE MOTOR VEHICLE W/0.01% OR MORE BAC WHILE ON PROBATION FOR DUI (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,538,538,391.0,86.0,61.0
PC,69(A),OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,534,534,263.0,179.0,92.0
PC,602,TRESPASSING (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,509,503,433.0,40.0,36.0
VC,23152(G),DUI ALCOHOL/DRUG (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,486,486,388.0,66.0,32.0
PC,459,BURGLARY (VEHICLE) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,464,454,405.0,39.0,20.0
PC,4573.6,POSS CONTROLLED SUBS IN PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,435,435,434.0,0.0,1.0
PC,487(A),GRAND THEFT (Shoplifting) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,430,413,322.0,57.0,51.0
PC,4573,BRING CONTROLLED SUBS INTO PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,424,420,343.0,63.0,18.0
PC,487(A),GRAND THEFT:MONEY/LABOR/PROPERTY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,411,399,297.0,74.0,40.0
PC,647(F)DK,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,400,394,188.0,137.0,75.0
PC,22210,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,398,397,357.0,35.0,6.0
PC,22810(A),UNLAWFUL POSSESS/USE TEAR GAS OR TEAR GAS WEAPON:EX FEL/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,390,390,324.0,43.0,23.0
PC,417A1,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,388,388,297.0,61.0,30.0
VC,12500(A),DRVG WITHOUT VALID DRVR'S LIC (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,379,378,301.0,52.0,26.0
HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,372,370,315.0,41.0,16.0
PC,4573.6(A),POSS CONTROLLED SUBS IN PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,352,342,193.0,81.0,78.0
VC,16028A,FAIL TO PROVE FIN RESPONSIBILITY:PEACE OFCR REQUEST (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,346,346,300.0,24.0,22.0
PC,485,APPROPRIATE LOST PROPERTY ($950 OR LESS) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,342,342,303.0,28.0,11.0
HS,11370.1(A),POSS CONT SUBS WHILE ARMED W/LOADED FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,340,334,278.0,41.0,21.0
PC,290.018(B),FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,337,337,293.0,26.0,18.0
PC,488,PETTY THEFT(All Other Larceny) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,320,317,276.0,22.0,22.0
PC,1203.2(A),PROBATION VIOLATION:REARREST/REVOKE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,314,309,0.0,225.0,89.0
VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,307,307,217.0,53.0,37.0
PC,25850(A),CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,304,299,255.0,34.0,15.0
HS,11377(A),POSS CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,286,280,215.0,53.0,18.0
PC,25850(C)(6),CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,282,274,231.0,38.0,13.0
PC,530.5(C)(2),USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,279,275,220.0,34.0,25.0
HS,11359(B),POSSESS MARIJUANA FOR SALE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,274,274,246.0,18.0,10.0
HS,11395(B)(1),TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,266,260,0.0,0.0,266.0
PC,182(A)(1),CONSPIRACY:COMMIT CRIME (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,265,247,225.0,26.0,14.0
PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,265,264,221.0,36.0,8.0
VC,23153(B),DUI .08 ALC:CAUSING BODILY INJ (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,253,253,188.0,41.0,24.0
PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,251,212,132.0,14.0,105.0
PC,488,PETTY THEFT(from Veh) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,250,247,215.0,28.0,7.0
VC,14601(A),DRVG WHILE LIC SUSP OR REVOKED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,242,242,211.0,17.0,14.0
PC,487(A),GRAND THEFT (Theft From Building) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,239,233,199.0,24.0,16.0
HS,11366,KEEP PLACE TO SELL/ETC NARCOTIC CNTL SUBSTANCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,236,233,226.0,8.0,2.0
PC,1551(A),FUGITIVE FROM JUSTICE:WARRANT ARREST (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,231,231,190.0,28.0,13.0
PC,69,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,227,227,227.0,0.0,0.0
PC,25400(A)(1),CARRY CONCEALED WEAPON IN VEHICLE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,224,220,178.0,29.0,17.0
PC,22610(A),FELON POSSESS/BUY/USE STUN GUN (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,220,220,187.0,24.0,9.0
PC,488,PETTY THEFT(from Building) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,211,210,182.0,14.0,15.0
PC,647 (B)(2),DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,211,211,155.0,53.0,3.0
VC,2800.1(A),EVADING PEACE OFFICER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,208,208,162.0,27.0,19.0
PC,530.5(C)(1),POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,207,202,166.0,20.0,21.0
PC,4573.8,POSS DRUGS/ALCOHOLIC BEVERAGE IN PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,205,201,132.0,23.0,50.0
PC,664/187(A),ATTEMPTED MURDER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,203,202,166.0,21.0,16.0
PC,135,DESTROY/CONCEAL EVIDENCE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,201,201,174.0,20.0,7.0
PC,186.22(B)(1),PROMOTE/ASSIST FELONY CRIMINAL STREET GANG (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,195,189,171.0,14.0,10.0
PC,496(D),ATTEMPT TO COMMIT 496 PC:STOLEN PROP (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,195,192,174.0,17.0,4.0
VC,23103,RECKLESS DRVG:HWY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,190,190,116.0,41.0,33.0
PC,529(A),FALSE PERSONATION OF ANOTHER:SPEC CIRC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,187,186,175.0,12.0,0.0
PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,186,182,165.0,11.0,10.0
PC,470(D),FORGERY:FALSE CHECKS/RECORDS/CERTIFICATES (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,185,183,173.0,8.0,4.0
PC,530.5(C)(3),POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,180,176,157.0,14.0,9.0
PC,529(A)(3),PERSONATE TO MAKE OTHER LIABLE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,177,177,134.0,21.0,22.0
HS,11377(A),POSSESS CONTROLLED SUBSTANCE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,175,167,0.0,175.0,0.0
PC,4571,FELON ON PRISON/JAIL GROUNDS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,172,167,135.0,9.0,28.0
PC,4574(A),SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,172,170,133.0,8.0,31.0
PC,487(A),GRAND THEFT (Theft From Mot Veh) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,172,166,146.0,15.0,11.0
PC,476,MAKE/PASS/PUBLISH FICTITIOUS CHECK/BILL/NOTE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,170,168,146.0,16.0,8.0
HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,162,150,0.0,162.0,0.0
PC,186.22(A),PARTICIPATE IN CRIMINAL STREET GANG (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,157,146,127.0,24.0,6.0
HS,11366.8(B),USE FALSE COMPARTMENT TO STORE CONT SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,155,150,119.0,14.0,22.0
VC,20001(A),HIT AND RUN RESULTING IN DEATH OR INJURY(IBR 90Z),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,155,155,108.0,28.0,19.0
PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:PEACE OFFICER REQUEST (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,151,145,107.0,20.0,24.0
VC,10855,EMBEZZLE LEASED/RENTED VEH (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,151,151,124.0,19.0,8.0
PC,69(A),THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,145,145,73.0,45.0,27.0
PC,25850(C)(1),CARRY LOADED FIREARM WITH PRIOR FELONY CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,139,138,115.0,21.0,3.0
VC,23136,DUI:UNDER 21YR W/BA.01 (ZERO TOLERANCE) (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,137,137,92.0,21.0,24.0
PC,32310(A),MANUFACTURE/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,132,128,108.0,15.0,9.0
HS,11375(B)(1),POSS FOR SALE DESIGNATED CONTROLLED SUBSTANCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,130,126,112.0,15.0,3.0
GC,8665,STATE OF EMERGENCY VIOLATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,123,123,123.0,0.0,0.0
PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:OWNER REQUEST (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,123,119,92.0,15.0,16.0
PC,29180(C),OWN F/ARM W/O SERIAL NUM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,121,118,88.0,20.0,13.0
PC,32310(C),POSSESS LARGE CAPACITY MAGAZINE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,120,120,93.0,20.0,7.0
VC,23140A,MINOR UNDER 21YR DRIVE W/BAC 0.05 (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,119,119,83.0,17.0,19.0
PC,21310,CARRY CONCEALED DIRK OR DAGGER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,114,114,84.0,23.0,7.0
PC,314.1,INDECENT EXPOSURE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,112,112,112.0,0.0,0.0
PC,30605(A),ILLEGALLY POSSESS ANY ASSAULT WEAPON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,109,107,88.0,15.0,6.0
PC,459,BURGLARY (FOR PURPOSE OF FRAUD/FORGERY) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,109,107,100.0,2.0,7.0
PC,71,THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,109,109,109.0,0.0,0.0
VC,23152C,ADDICT DRIVE VEH (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,109,109,103.0,3.0,3.0
PC,451D,ARSON:PROP (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,108,108,74.0,24.0,10.0
PC,459,BURGLARY (SHOPLIFTING) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,104,104,103.0,0.0,1.0
PC,25400(A)(1),CARRY CONCEALED WEAPON IN VEHICLE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,99,99,87.0,8.0,4.0
PC,470(A),FORGERY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,97,97,91.0,4.0,2.0
VC,5200,TWO PLATES REQUIRED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,94,94,88.0,4.0,2.0
PC,12022.1,COMMIT FEL ON BAIL OR O/R RELEASE (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,90,89,0.0,61.0,29.0
PC,647(B)(1),DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,88,87,72.0,14.0,2.0
BP,25658(A),SELL LIQUOR TO MINOR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,87,86,71.0,15.0,1.0
PC,69(A),OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,87,86,39.0,31.0,17.0
HS,11360(A)(2),SELL/GIVE/TRANSPORT/ETC MARIJUANA - OVER 18 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,86,85,75.0,5.0,6.0
PC,71(A)(1),THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,86,86,43.0,24.0,19.0
PC,4573(A),BRING NARCOTIC PARAPHERNALIA INTO PRISON/JAIL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,84,84,76.0,7.0,1.0
FG,5652,DUMP OR ABANDON REFUSE/ETC IN OR NEAR STATE WATERS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,83,61,40.0,16.0,27.0
HS,11357(B)(2),POSSESS MARIJUANA OVER AN OUNCE - OVER 18 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,81,80,64.0,7.0,10.0
PC,272,CONTRIBUTE TO THE DELINQUENCY OF A MINOR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,80,78,61.0,9.0,10.0
VC,23152A,DUI ALCOHOL,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,80,80,3.0,77.0,0.0
VC,23222(B),POSSESS MARIJUANA 1 OZ OR LESS WHILE DRIVING (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,80,80,72.0,5.0,3.0
HS,11364(A),POSS CONTROLLED SUBS PARAPHERNALIA,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,78,76,0.0,78.0,0.0
MC,9.01.020,CAMPING ON PUBLIC PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,78,75,0.0,1.0,77.0
PC,25400(A)(2),CARRY CONCEALED WEAPON ON PERSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,78,78,65.0,12.0,1.0
PC,25850(A),CARRY LOADED FIREARM IN PUBLIC UNDER SPECIFIC CIRCUMSTANCES (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,76,76,63.0,5.0,8.0
PC,487(A),GRAND THEFT (Theft of Mot Veh Parts/Acc) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,76,73,68.0,8.0,0.0
PC,503,EMBEZZLEMENT [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,76,76,67.0,6.0,3.0
PC,827.1,MISD CITE AND RELEASE ON ACTIVE WARRANT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,76,76,0.0,76.0,0.0
CO,MISC,MISC CITY/COUNTY MISDEMEANOR ORDINANCES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,75,75,71.0,2.0,2.0
PC,22210,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,75,75,61.0,11.0,3.0
PC,484G,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,75,75,70.0,3.0,2.0
PC,490.4(A)(1),THEFT OF MERCHANDISE W/ INTENT TO SELL/EXCHANGE: OVER $950 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,75,69,57.0,10.0,8.0
PC,532A,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,75,74,64.0,7.0,4.0
BP,25662(A),MINOR POSS ALC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,73,69,60.0,5.0,8.0
PC,314(1),INDECENT EXPOSURE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,73,73,33.0,26.0,14.0
PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,70,70,57.0,7.0,6.0
PC,29800(B),CONVICTED PERSON POSSESS/OWN/ETC FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,70,70,70.0,0.0,0.0
PC,496D(A),POSSESS STOLEN VEHICLE/VESSEL/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,70,67,55.0,12.0,3.0
PC,484,THEFT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,68,68,63.0,1.0,4.0
PC,647.6(A)(1),ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,68,68,51.0,10.0,7.0
PC,4502(A),PRISONER POSS WEAPON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,67,67,49.0,15.0,3.0
VC,23152B,DUI ALC/0.08 PERCENT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,67,67,0.0,67.0,0.0
PC,647(F)DK,DISORD CONDUCT:ALC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,66,65,0.0,66.0,0.0
VC,22350,UNSAFE SPEED (BASIC SPEED LAW) (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,66,66,58.0,5.0,3.0
BP,4060,POSSESS CONTROLLED SUBSTANCES WITHOUT A PRESCRIPTION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,65,65,59.0,2.0,4.0
HS,11350(A),POSS NARCOTIC CONTROLLED SUBS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,65,64,0.0,65.0,0.0
PC,530.5(E),COMMIT MAIL THEFT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,65,64,57.0,7.0,1.0
MC,9.20.020C,NO PERSON SHALL CAMP ETC. ON PRIVATE PROPERTY W/O PERMISSION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,64,61,55.0,3.0,6.0
PC,4573.9,NON-INMATE SELL CNTL SUB TO PERS IN CUST (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,63,63,62.0,1.0,0.0
PC,530,PERSONATE TO GET MONEY/PROP [OVER $400] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,63,63,57.0,4.0,2.0
