source_id,unitid,year,measure,value,status,period_label,source_url,source_title,source_sha256,hash_basis,scope_note,source_page
frozen-215062-2024-enrollment,215062,2024,enrollment,29109,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-186131-2022-enrollment,186131,2022,enrollment,8842,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-186131-2023-enrollment,186131,2023,enrollment,8922,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-186131-2024-enrollment,186131,2024,enrollment,9137,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-122409-2022-residents,122409,2022,residents,7919,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-122409-2022-enrollment,122409,2022,enrollment,37402,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-122409-2023-residents,122409,2023,residents,8100,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-122409-2023-enrollment,122409,2023,enrollment,39241,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-122409-2024-residents,122409,2024,residents,8367,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-122409-2024-enrollment,122409,2024,enrollment,41137,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-243744-2022-enrollment,243744,2022,enrollment,18283,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-243744-2023-enrollment,243744,2023,enrollment,18446,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
stanford-facts2025-housing,243744,2024,residents,14203,accepted_actual,Autumn quarter 2024,https://studyinternational.com/wp-content/uploads/2026/03/2025-Stanford-Fact-Book_WEB.pdf,Stanford Facts 2025 (university-authored; publisher-hosted copy),ad965bba67967cd78b95bbe8e89e3c993e226f46cb4422827337e9c7a5d42f17,,"Arithmetic sum of 7,108 students in university-provided undergraduate housing and 7,095 in graduate housing, autumn quarter 2024. Actual students, not beds or rounded housing percentages. University housing footprint, including any provided off-campus housing, is not parcel-matched to Clery residential geography or overseas branches. Stanford-authored Facts 2025 recovered from StudyInternational mirror; the original university URL returns HTTP 404 after a site migration. Title, visible page 46 and counts corroborate indexed official version, but identical original bytes cannot be authenticated.",PDF48; printed46
frozen-243744-2024-enrollment,243744,2024,enrollment,18625,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
stanford-facts-current-housing,243744,2025,residents,14042,accepted_actual,Autumn quarter 2025,https://facts.stanford.edu/campus-life,Stanford Facts: Student Life / Housing,892dd2c4a33f7cca7a7a55abb94364e61b6eba729ca050ec4f8441f26589926d,,"Arithmetic sum of 6,727 students in university-provided undergraduate housing and 7,315 in graduate housing, autumn quarter 2025. Actual students, not available beds. University-provided housing may include subsidized off-campus properties; no claim of exact Clery parcel matching or overseas coverage. Snapshot is not an annual average or person-time.",Housing section
frozen-228778-2022-enrollment,228778,2022,enrollment,52384,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-228778-2023-enrollment,228778,2023,enrollment,53082,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-228778-2024-enrollment,228778,2024,enrollment,53864,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110635-2022-residents,110635,2022,residents,9695,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110635-2022-enrollment,110635,2022,enrollment,45307,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110635-2023-residents,110635,2023,residents,9905,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110635-2023-enrollment,110635,2023,enrollment,45699,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110635-2024-residents,110635,2024,residents,10862,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110635-2024-enrollment,110635,2024,enrollment,45882,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110644-2022-residents,110644,2022,residents,13608,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110644-2022-enrollment,110644,2022,enrollment,39679,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110644-2023-residents,110644,2023,residents,14081,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110644-2023-enrollment,110644,2023,enrollment,39707,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110644-2024-residents,110644,2024,residents,15024,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110644-2024-enrollment,110644,2024,enrollment,40065,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110653-2022-residents,110653,2022,residents,16455,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110653-2022-enrollment,110653,2022,enrollment,35937,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110653-2023-residents,110653,2023,residents,17675,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110653-2023-enrollment,110653,2023,enrollment,36582,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110653-2024-residents,110653,2024,residents,17695,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110653-2024-enrollment,110653,2024,enrollment,37297,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-445188-2022-residents,445188,2022,residents,4086,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-445188-2022-enrollment,445188,2022,enrollment,9103,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-445188-2023-residents,445188,2023,residents,4179,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-445188-2023-enrollment,445188,2023,enrollment,9147,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-445188-2024-residents,445188,2024,residents,4077,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-445188-2024-enrollment,445188,2024,enrollment,9110,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110671-2022-residents,110671,2022,residents,8493,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110671-2022-enrollment,110671,2022,enrollment,26809,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110671-2023-residents,110671,2023,residents,8428,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110671-2023-enrollment,110671,2023,enrollment,26426,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110671-2024-residents,110671,2024,residents,8465,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110671-2024-enrollment,110671,2024,enrollment,26384,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110680-2022-residents,110680,2022,residents,17906,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110680-2022-enrollment,110680,2022,enrollment,42006,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110680-2023-residents,110680,2023,residents,18906,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110680-2023-enrollment,110680,2023,enrollment,42376,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110680-2024-residents,110680,2024,residents,21907,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110680-2024-enrollment,110680,2024,enrollment,44256,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110699-2022-residents,110699,2022,residents,738,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110699-2022-enrollment,110699,2022,enrollment,3140,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110699-2023-residents,110699,2023,residents,754,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110699-2023-enrollment,110699,2023,enrollment,3126,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110699-2024-residents,110699,2024,residents,832,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110699-2024-enrollment,110699,2024,enrollment,3007,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110705-2022-residents,110705,2022,residents,10221,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110705-2022-enrollment,110705,2022,enrollment,26420,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110705-2023-residents,110705,2023,residents,10128,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110705-2023-enrollment,110705,2023,enrollment,26068,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110705-2024-residents,110705,2024,residents,10286,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110705-2024-enrollment,110705,2024,enrollment,26133,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
